ADM2_PCODE,rfh_mean,rfh_median,rfh_std,rfh_cv,rfh_winter,rfh_spring,rfh_summer,rfh_autumn,r1h_mean,r1h_median,r1h_std,r1h_cv,r1h_winter,r1h_spring,r1h_summer,r1h_autumn,r3h_mean,r3h_median,r3h_std,r3h_cv,r3h_winter,r3h_spring,r3h_summer,r3h_autumn,ADM2_EN,ADM1_EN,AREA_SQKM,rwi_mean,rwi_median,rwi_std,rwi_count
MA008006,17.510846804511278,19.6262,12.973214249032733,0.7408673260558977,30.72644154228856,19.0971631840796,0.8503111111111111,19.1452,52.50714755332497,66.0731,37.24535823043467,0.7093388227309282,95.93441925,62.3750972636816,5.517377777777777,45.61352222222222,157.21492607052895,172.3069,100.6097882915172,0.6399506128723562,265.0441,229.8658235,64.38755555555556,68.82837777777777,Province de Sidi Kacem,Rabat Sale Kenitra,3136.86767578,-0.2106111111111111,-0.24,0.3122694958072207,666.0
MA008003,13.47321829573935,15.0839,11.04454139693076,0.8197404031094327,23.809828855721392,13.761779104477611,0.5214666666666666,15.638811111111112,40.42093189223058,50.8897,31.631049968333343,0.7825413340955961,77.08345323383085,45.16975199004976,2.7737,36.02937777777778,121.51938352130324,134.2897,83.01093369846652,0.6831085814709887,223.5408089552239,164.0878470149254,43.77,52.48812222222222,Prefecture of Sale,Rabat Sale Kenitra,714.30450439,0.05753896103896103,-0.0075,0.536608377459482,154.0
MA008002,12.705605200501257,13.0667,11.014774099251149,0.8669224271832874,23.265596019900496,12.351085323383083,0.4355555555555556,14.615555555555556,38.106615789473686,43.6933,31.47192933557317,0.8258914806144178,75.89331368159203,40.4057987562189,2.3162777777777777,33.20371111111111,114.33305526315787,120.0667,81.55406525835865,0.7133025971417228,218.0533611940299,150.303084079602,40.08443333333334,46.77482222222221,Prefecture of Rabat,Rabat Sale Kenitra,113.15081024,0.9227857142857143,1.023,0.38799669310760093,28.0
MA005003,4.738096679197995,2.4841,7.658998997032723,1.6164716584738708,12.211124004975126,3.174005597014925,0.0221111111111111,3.4556166666666663,14.229445864661656,7.8081,21.03915274868148,1.478564446485685,37.887400373134334,10.90261355721393,0.20245,7.617272222222223,42.89723781328321,25.1117,48.98792424395131,1.1419831844926414,100.90069975124378,49.50571604477613,9.01977777777778,11.183788888888888,Province de Tan Tan,Guelmim Oued Noun,9517.46777344,0.5798571428571428,0.502,0.3424925442358459,7.0
MA009005,5.475617481203008,5.654,4.096374194696235,0.7481118264302588,9.450037064676618,4.97486815920398,0.5826111111111111,6.842322222222223,16.432632894736845,20.1968,11.417948350360504,0.6948337751777758,29.02354651741293,16.37173631840796,2.154766666666667,17.99063333333333,49.29067374686717,53.041,29.890829116630325,0.6064195687430654,85.38701542288557,63.383011691542286,16.726844444444446,30.905388888888886,Tata Province,Souss Massa,26512.24414063,-0.24078923766816143,-0.286,0.36419567737025915,223.0
MA008004,15.740540037593986,17.6062,12.36878846276723,0.7857918745625107,28.05410273631841,15.57383631840796,0.6742777777777778,18.4759,47.14124461152882,57.0573,35.53720719896252,0.753845332082547,89.6863711442786,50.69473233830847,4.152055555555555,43.33335555555554,140.7702939849624,139.6627,95.01019269581636,0.6749306974237457,253.77670000000003,190.34026417910445,52.39975555555556,64.10117777777776,Province de Kenitra,Rabat Sale Kenitra,3380.85961914,-0.17799421128798842,-0.238,0.41805347064014237,691.0
MA004005,8.889512030075187,10.3414,4.164773429171348,0.4685041670545017,11.629949502487564,10.868262437810944,2.4078555555555554,10.580477777777778,26.686822744360903,31.1915,11.627156205348635,0.4356890408696378,36.68564278606966,31.668000746268657,10.099377777777775,28.0673,80.39354780701754,93.6002,29.767976367062317,0.3702781775288672,110.03031890547264,97.50160621890544,57.71195555555556,55.62205555555556,Province de Boulemane,Fez Meknes,14224.20898438,-0.3061783355350066,-0.334,0.30658657711237103,757.0
MA006006,8.22256409774436,7.8518,6.709444630986364,0.8159796082133212,14.485236318407962,8.510928606965173,0.4491666666666666,9.345666666666666,24.669711215538847,31.3978,18.65194008166845,0.7560664135346687,47.12664900497513,27.49168208955223,2.304222222222222,21.373277777777776,73.93711121553885,80.4078,49.77281439667114,0.6731776989714299,131.49947860696517,103.93605746268656,27.654777777777777,31.331444444444447,Province de Safi,Marrakech Safi,4093.43823242,-0.28946153846153844,-0.326,0.3291702402327668,923.0
MA002002,9.204320802005013,9.5575,7.735076978331117,0.8403745528563233,16.497817412935326,9.287005472636816,0.4025111111111111,10.518188888888888,27.602493984962404,35.856,21.410920208037208,0.7756878860186217,53.46978184079602,30.59232064676617,2.071555555555556,23.83908888888889,82.73890895989976,89.9042,57.02111306625788,0.6891692648968061,149.37403333333333,116.46104900497514,28.769177777777777,34.83081111111111,El Jadida Province,Casablanca Settat,3865.93017578,-0.2621915367483296,-0.31,0.3426613382105039,898.0
MA002009,9.836596365914788,11.5602,7.225181339814458,0.7345204653157006,16.980940298507463,10.871385572139303,0.5862999999999998,10.783833333333332,29.492405952380956,39.2024,20.65997323549952,0.7005184069708501,52.814968407960194,35.5061,2.825122222222222,26.378944444444443,88.3968210526316,97.4378,55.40208924273506,0.6267430048162996,144.2943597014925,130.74071791044776,35.97838888888889,41.08531111111112,Settat Province,Casablanca Settat,6876.92675781,-0.2618792134831461,-0.288,0.2975350729306318,1424.0
MA001005,11.457544674185463,13.5744,7.380808820895655,0.6441876537060388,18.09015248756219,14.098823880597015,1.6305777777777777,11.87011111111111,34.3586555764411,44.7805,21.19156768125778,0.616775229581111,56.31425049751243,44.44874228855721,6.607155555555554,29.578933333333325,102.9807989348371,119.5773,56.48398719566633,0.548490473757225,156.26606965174128,150.00400074626864,54.04535555555556,50.087944444444446,Province de Khouribga,Beni Mellal Khenifra,4413.95605469,-0.290118291347207,-0.312,0.30992416167800496,913.0
MA009004,8.026914598997495,8.2147,5.772784998728824,0.7191785744736594,12.846405223880597,10.13282288557214,0.8384444444444444,8.185055555555554,24.10605426065163,26.7441,16.40854674335958,0.6806815651345849,39.57842810945274,32.87746990049752,3.327533333333333,20.27345555555556,72.4475429197995,83.7846,43.38494157253535,0.598846279998248,108.94964427860695,114.48836094527364,30.450544444444446,34.71157777777777,Taroudant Province,Souss Massa,15844.20996094,-0.2627156177156177,-0.304,0.3480845176137948,2145.0
MA008005,13.260157706766917,15.0622,9.332710871447873,0.703815978499653,21.524344527363183,14.893753233830846,1.0778111111111113,15.394755555555555,39.74334780701755,53.7463,26.732863032214937,0.6726374225448283,68.10846243781094,47.8396935323383,5.2419777777777785,37.23081111111112,119.06243001253132,133.5813,71.16768421086395,0.5977341820032864,196.2259945273632,167.23888980099505,52.38681111111112,58.498933333333326,Province de Khemisset,Rabat Sale Kenitra,7725.27148438,-0.30802156334231806,-0.34,0.3201389673280489,1484.0
MA006004,6.47317030075188,7.2567,4.220722725263544,0.6520333204849088,9.19918631840796,8.557434079601991,0.8405888888888888,7.222588888888889,19.45057863408521,24.5393,11.81016222744197,0.607188220444292,28.909769651741293,27.140520646766166,3.5517777777777777,17.94041111111111,58.656143358396,70.3187,31.79092033278262,0.5419879063397729,83.40837611940297,89.24257711442787,30.29533333333333,30.83982222222222,Prefecture de Marrakech,Marrakech Safi,2615.40649414,-0.02142589118198874,-0.134,0.4955443052859339,533.0
MA001001,14.241341290726815,15.4511,9.749695147917938,0.6846051189199719,22.391120149253734,19.26808955223881,2.165333333333333,12.941177777777778,42.68173126566417,43.7902,27.80024151480908,0.6513381882701023,68.68105472636816,60.96483557213931,8.569066666666666,31.84102222222222,127.61390789473684,132.729,73.70203703538641,0.5775392216354663,181.81731890547263,204.942415920398,65.86288888888889,55.84010000000001,Province d Azilal,Beni Mellal Khenifra,9589.43164063,-0.27468401937046005,-0.3085,0.3113511332883604,1652.0
MA005002,3.4204534461152885,3.0644,3.1795568887360863,0.9295717479643538,7.352562935323384,2.266162686567164,0.1661333333333333,3.854866666666666,10.311851879699248,8.0909,9.254686119545765,0.8974805134434964,23.161612935323387,8.166287562189053,0.6799000000000001,9.077422222222223,31.614276817042608,26.1221,27.08148167453318,0.8566218936861497,64.59775273631841,40.63327562189055,6.268633333333333,14.321044444444444,Guelmim Province,Guelmim Oued Noun,10854.62402344,-0.1691863354037267,-0.222,0.41008961223385304,161.0
MA005001,2.0851687969924813,2.0935,1.815887315819192,0.8708586654655085,4.116339303482587,1.1704860696517412,0.1168666666666666,2.920066666666667,6.254404887218046,6.2178,5.131133015353938,0.8204030771721051,12.848394776119404,3.9134514925373134,0.5698222222222222,7.621511111111112,18.84636635338346,17.5212,13.162407066751154,0.6984055610480122,36.941897014925374,19.77383009950249,3.959788888888889,14.42172222222222,Assa Zag Province,Guelmim Oued Noun,17364.73828125,-0.18142857142857144,-0.278,0.4385205647564156,7.0
MA002006,10.877561215538847,11.5333,8.953606673231752,0.823126296034199,19.238353482587065,9.796766169154228,0.4629666666666667,13.901855555555557,32.57866340852131,38.8,25.45782928644394,0.7814264497967452,62.52680149253732,32.824807462686564,2.285188888888889,32.22036666666666,97.29460520050124,92.8167,67.8841190230342,0.6977171949373866,180.2148482587065,128.6652042288557,31.78705555555556,46.77963333333334,Prefecture of Mohammedia,Casablanca Settat,279.21054077,0.17855882352941177,0.14850000000000002,0.5186390163919105,68.0
MA002004,10.10416021303258,10.7922,8.178346710604878,0.8094039027663334,18.483600746268657,9.368305970149253,0.3867111111111111,12.062211111111113,30.30409298245614,36.352,23.379670650985755,0.7715020761228815,59.03102164179105,31.49663606965174,2.2760222222222226,27.959366666666668,90.87561998746868,93.0814,62.91257195329592,0.6922931800847276,164.50191094527364,126.83623905472636,29.949900000000003,40.55402222222222,Nouaceur Province,Casablanca Settat,505.96237183,0.21216260162601627,0.192,0.4227817592646903,123.0
MA004006,13.55338984962406,16.9712,9.066677141407268,0.6689601082830768,21.513359701492536,15.826081592039802,1.4157555555555557,15.303322222222222,40.62709868421052,53.265,25.65981974358812,0.6315937040702504,67.04312189054725,50.60351666666667,6.91198888888889,37.39836666666667,121.67891253132832,137.7299,68.60649224192788,0.5638322270858885,189.86369353233832,174.37687761194033,60.89329999999999,59.75022222222223,Province de Moulay Yacoub,Fez Meknes,1481.43737793,-0.1785348101265823,-0.208,0.35565301717499626,316.0
MA004007,12.070413784461154,15.7439,6.808621928875777,0.5640752711925133,17.939616417910447,14.925321890547265,2.7356333333333334,12.5489,36.21132036340852,46.1652,19.541367243615795,0.5396480174570579,55.85763781094528,45.85780223880597,11.010488888888888,31.67552222222222,108.73297186716792,125.7725,52.10425586879597,0.4791946267453113,158.6793,149.90109875621891,68.54731111111111,56.42365555555556,Province de Sefrou,Fez Meknes,3460.38720703,-0.2042330275229358,-0.268,0.3507626863599829,545.0
MA004001,11.443697869674187,14.285,7.0724191400031415,0.6180186877132663,16.44542064676617,14.717155970149255,1.7844333333333329,12.7024,34.33138709273183,47.1383,20.043034228096477,0.5838107902240778,51.38237835820896,46.19143507462686,7.6911,31.62258888888889,102.98664417293234,125.32,52.66852145287041,0.511411182254185,150.28377064676616,147.50042064676617,60.330744444444434,52.44056666666667,Prefecture de Fes,Fez Meknes,311.46383667,,,,
MA006001,13.986229135338345,14.2179,11.258346956773062,0.804959424576216,20.792966915422888,22.18223532338308,1.7627333333333337,10.979666666666663,41.96259567669173,39.8938,31.608574589781828,0.7532559433004504,62.52377164179105,70.8663644278607,7.067522222222221,26.64325555555556,125.5909087092732,130.9674,79.72490852319046,0.6347984049366453,162.0761935323383,226.84771766169155,64.80007777777777,46.55264444444443,Al Haouz Province,Marrakech Safi,6089.18359375,-0.23500558139534883,-0.282,0.34777882583714376,1075.0
MA002007,11.667239160401,13.8122,8.918038211260725,0.7643657671412826,20.25962089552239,12.45282313432836,0.5627666666666666,13.251655555555557,35.004913157894734,47.3767,25.587700001555817,0.7309745316647063,63.725507960199,41.36894825870646,2.647777777777778,31.74583333333333,105.415614160401,119.2649,69.02324242454696,0.6547724734546516,180.4687945273632,152.8977661691542,38.41833333333334,48.02096666666666,Province de Benslimane,Casablanca Settat,2503.31738281,-0.19480834914611006,-0.233,0.33724838710802657,527.0
MA006008,7.513561842105264,8.1668,5.113377739010637,0.6805530913921237,10.910375870646767,10.30056616915423,0.8425888888888889,7.907022222222222,22.55989191729323,29.8433,14.367244768914366,0.6368490071488858,34.39421393034826,32.27401766169154,3.780322222222222,19.464522222222215,67.86777280701754,78.8485,37.91753485104431,0.5586972031462277,98.82660895522388,103.97867412935322,35.621811111111114,32.027788888888885,Rhamna Province,Marrakech Safi,5499.43408203,-0.31926275992438563,-0.3525,0.3161696503882426,1058.0
MA007007,8.842993170426066,9.8489,5.6579968271462775,0.6398282479815224,14.571666417910448,11.12478009950249,0.9239777777777778,8.630177777777778,26.51104743107769,30.1391,16.096947959594814,0.6071788752007247,44.05865696517414,34.98027164179104,4.4821888888888894,22.128877777777777,79.46987869674186,87.8973,42.69417438367712,0.5372371907927362,113.16091144278607,120.02222587064678,42.964533333333335,40.60694444444445,Province de Nador,Oriental,3127.57910156,-0.1226075085324232,-0.1935,0.41230074436844455,586.0
MA007004,6.2332732456140345,7.0996,2.9730212495624038,0.4769598784481866,7.547662189054727,7.370649502487561,1.7799444444444443,8.197688888888889,18.71815620300752,21.7838,8.236221840540031,0.4400124537488732,24.43057910447761,21.396436069651735,6.651688888888889,22.26678888888889,56.348089160401,62.5658,19.850241990514093,0.3522788844535297,76.94640995024875,63.8818475124378,38.88926666666667,45.24858888888889,Province de Figuig,Oriental,34677.42578125,-0.31288695652173915,-0.337,0.3535651800027082,230.0
MA004002,12.970351315789472,14.8307,8.932942063241738,0.6887201314560547,20.623190049751248,14.465695273631844,0.9284,15.72551111111111,38.87652474937343,48.8889,25.36378763595188,0.6524191089472489,65.52501169154229,45.52260199004974,5.628933333333333,38.325088888888885,116.2369534461153,129.891,67.4262402253209,0.5800757695923104,191.26776169154223,156.7334713930348,55.1512,60.04496666666666,Prefecture de Meknes,Fez Meknes,1786.60644531,-0.04851989389920425,-0.145,0.4404130982118772,377.0
MA001004,11.868040789473683,13.8637,6.29433240317542,0.5303598559214723,16.95738457711443,14.166070895522388,2.619800000000001,13.616977777777777,35.60081697994988,45.1127,17.922425678290928,0.5034273704557035,52.84870696517414,43.166092786069655,10.778322222222224,35.23418888888889,106.85965501253132,127.3463,47.14587431382768,0.441194333898036,154.56295522388058,139.43538258706468,67.47996666666667,64.74396666666667,Province de Khenifra,Beni Mellal Khenifra,6716.06005859,-0.3588866877971474,-0.384,0.2921805938832941,1262.0
MA004004,17.0209671679198,18.6868,9.818468030753143,0.5768454832142831,27.47839104477612,18.250885572139303,3.4959333333333333,18.68157777777778,51.02348753132832,58.0678,28.13522943652726,0.5514172158312833,84.0316800995025,56.76825945273632,14.214755555555556,48.492088888888894,152.79473007518797,164.0861,74.61483423293072,0.4883338201272641,231.19972039801,202.1371552238806,87.85725555555557,88.04922222222221,Province d Ifrane,Fez Meknes,3774.04345703,-0.26241144901610014,-0.31,0.33201071302059126,559.0
MA009006,4.032501503759399,3.6766,3.185115892392711,0.7898610550853629,7.546342288557213,3.449884577114428,0.3591222222222222,4.730244444444445,12.150872869674185,12.547,9.275273002431089,0.7633421155759155,24.09487039800995,11.683992039800994,1.4221666666666666,11.228566666666667,36.984488533834586,34.1692,26.923021530026723,0.7279544100061486,67.74650796019901,50.28926741293532,11.632444444444443,17.602055555555555,Tiznit Province,Souss Massa,5097.86230469,-0.2488376184032476,-0.286,0.3397484971963319,739.0
MA006003,7.703409210526316,7.5175,6.222464651334902,0.8077546552807062,12.889011691542288,8.498519402985076,0.4379888888888888,8.897499999999999,23.08605169172932,28.145,17.572198067424083,0.7611608213508159,41.88632935323383,27.53305696517413,2.222122222222222,20.350466666666662,69.05527443609023,76.1278,46.3070044597945,0.6705788201978842,120.31224825870646,99.9123527363184,25.95330000000001,28.799044444444448,Essaouira Province,Marrakech Safi,6526.11230469,-0.3374643696162882,-0.375,0.31771404754912086,1277.0
MA006002,8.774208395989975,9.0275,6.250763255946054,0.7124019596802378,14.11706169154229,10.898664179104475,0.9259222222222224,9.042044444444445,26.315633270676692,28.8125,17.715131793431567,0.6731790039486301,44.07624427860696,34.94377039800995,4.141477777777778,21.70121111111111,78.8646212406015,92.7235,47.12688052296204,0.5975668148989972,121.08998208955224,121.80689527363184,36.15128888888889,35.119899999999994,Chichaoua Province,Marrakech Safi,7110.11328125,-0.2873122837370242,-0.316,0.3191093181652458,1156.0
MA003002,6.133222994987469,6.6049,3.169521515118645,0.5167791090767475,7.219248756218906,6.470248507462686,1.527388888888889,9.294444444444444,18.41068865914787,19.2716,8.90357715683502,0.4836091317209379,23.501607462686565,19.347145522388058,5.685711111111111,25.016966666666665,55.51208853383458,58.4558,22.469610194325973,0.4047696778807153,80.78479353233831,59.52929626865672,32.37394444444445,48.91653333333334,Province d Errachidia,Draa Tafilalet,26959.31445313,-0.24770928462709285,-0.311,0.3872443284657737,657.0
MA007008,7.636697243107769,8.1647,4.174881902759193,0.5466868424733067,10.522681592039802,9.697150248756218,1.1758666666666666,9.076144444444443,22.89287637844612,28.794,11.58985727168448,0.5062647908498056,32.69311616915424,29.605560199004977,5.418422222222223,23.604211111111116,68.52769580200501,81.6852,30.03272372911992,0.4382567278475633,92.51670248756218,94.70424104477613,41.27586666666666,44.85388888888889,Province de Taourirt,Oriental,7536.49023438,-0.3497455882352941,-0.3815,0.31580772609720514,680.0
MA004003,12.863023245614034,15.3584,7.860611288435471,0.6111013824930885,18.913228606965173,15.05977711442786,1.7954222222222225,15.558711111111114,38.56508402255639,48.6715,22.268402458626767,0.5774239321144009,59.68083109452736,46.56196019900497,8.488388888888888,39.08805555555556,115.47097362155388,135.311,58.37551568264711,0.5055427684706965,178.32450746268657,151.53367835820896,64.85062222222221,65.67635555555555,Province d El Hajeb,Fez Meknes,2134.14575195,-0.20503472222222222,-0.2275,0.35053421768878457,432.0
MA001002,13.284696992481203,15.5599,8.617243093152625,0.6486593633283291,21.25927164179105,16.433360199004973,1.7995000000000003,13.47812222222222,39.841847180451126,51.2097,24.81243373922662,0.6227731768270306,65.82639925373135,51.85517512437811,7.9666,33.14348888888889,119.41396992481202,137.6656,66.37892523843341,0.555872359659664,181.23050199004976,175.41626616915426,64.85912222222223,54.36485555555555,Province de Beni Mellal,Beni Mellal Khenifra,4471.67724609,-0.24897306791569085,-0.295,0.3724949851044634,854.0
MA010004,21.41207030075188,24.2312,17.130928149478343,0.8000594014898594,40.4443407960199,21.87996119402985,0.7454444444444445,22.283077777777777,64.19469862155388,75.8819,48.76469490301048,0.7596374147730222,125.6260487562189,72.14018159203981,5.134544444444444,52.826855555555554,192.1920134085213,196.1841,130.26712656637253,0.6777967734251169,340.27748706467656,273.80607064676616,71.00201111111112,80.20218888888888,Larache Province,Tangier Tetouan Al Hoceima,2719.57763672,-0.23213857677902622,-0.285,0.34912173308574274,534.0
MA010008,19.590991729323303,23.0198,15.55564433762031,0.7940202595429108,35.76590696517413,20.72212487562189,0.7225222222222222,20.8912,58.7663951754386,70.9625,43.76751120826263,0.7447710732911391,111.91307761194028,68.0282962686567,4.829477777777778,49.34914444444445,176.3555,188.0208,116.83661260066168,0.6625062025321675,307.76773233830846,252.28088855721396,67.08158888888887,75.15031111111112,Tetouan Province,Tangier Tetouan Al Hoceima,1916.14025879,-0.2398406466512702,-0.325,0.4094077870800739,433.0
MA010001,14.464600313283206,17.4723,9.536375604501831,0.6592906404571953,23.14824651741293,15.939328855721394,1.5286555555555554,17.088255555555556,43.40183377192983,56.1957,27.062929813971227,0.6235434649186228,72.96842736318409,51.0943644278607,6.6544888888888885,42.32552222222221,130.44729981203005,149.76,72.9747604533379,0.5594194786591362,207.00157462686568,181.5259917910448,60.04252222222222,71.28527777777778,Al Hoceima Province,Tangier Tetouan Al Hoceima,3534.61376953,-0.22929079754601225,-0.285,0.3398850580407125,815.0
MA004008,16.079678759398494,19.7236,10.956095330113094,0.6813628240992881,25.17315845771144,18.929650746268656,1.4215,18.613444444444443,48.227706704260655,61.8386,31.046365123613903,0.6437454161773595,79.46946890547264,60.47429900497512,7.241466666666666,45.06667777777778,144.55445325814534,169.8424,82.81358950706247,0.5728885388205507,228.02095472636813,207.48780099502488,69.21818888888889,71.2726888888889,Province de Taounate,Fez Meknes,5592.61474609,-0.2770153374233129,-0.3235,0.30524582106308756,1304.0
MA007005,11.445848182957397,13.6242,6.825517520349091,0.5963312994586221,17.746864676616916,13.77378631840796,1.731188888888889,12.40081111111111,34.351131954887215,42.9908,19.49247673725286,0.5674478722521289,55.15250820895523,42.71503258706468,7.716177777777779,31.378911111111112,103.2932203007519,119.8325,52.70252300228071,0.5102224797409775,153.45392288557213,145.426892039801,56.88018888888888,56.01347777777777,Province de Guercif,Oriental,7181.1171875,-0.411953125,-0.441,0.3032289084866114,768.0
MA010006,19.961247117794485,21.5633,16.266388813326206,0.8148984237976548,35.00666791044776,19.444237562189056,0.7696222222222222,24.404333333333334,59.84362393483708,68.6225,45.74832039783258,0.7644644055588496,113.1072552238806,63.51704676616916,4.734533333333333,57.15297777777778,179.17779598997495,174.3633,120.29076852787104,0.6713486337034826,329.88960895522393,233.0513194029851,65.33666666666666,85.33381111111112,Prefecture of Tangier Assilah,Tangier Tetouan Al Hoceima,1024.9864502,0.05183710407239819,-0.029,0.5114936778057103,221.0
MA010002,20.10069223057644,24.2383,14.772493097890976,0.7349245950554676,34.19665373134328,22.485637810945278,1.0581222222222224,22.41264444444445,60.28543408521303,74.7543,42.11093726347391,0.6985259026906964,107.46970970149252,73.10793308457711,6.353488888888889,53.30141111111112,180.68266259398493,201.7139,113.23367772388558,0.6266991868408254,299.37586616915416,263.7902082089552,75.31852222222221,81.18846666666667,Chefchaouen Province,Tangier Tetouan Al Hoceima,3890.82788086,-0.2967714285714286,-0.324,0.3140170932937887,875.0
MA003005,8.840990068922306,9.1215,5.660004775138418,0.6402003317517987,13.06026156716418,9.423406965174127,1.3268999999999995,11.480638888888883,26.547231610275688,32.2821,15.846011303548051,0.596898823055226,40.68580422885573,30.064421766169158,4.807422222222222,30.363766666666663,79.95268699874687,93.1414,42.08157433200166,0.5263309578658841,124.88815199004976,104.47719440298508,33.78082222222223,55.61215555555555,Zagora Province,Draa Tafilalet,20998.02148438,-0.31549563953488374,-0.3745,0.35002968887788843,688.0
MA009003,6.4903126566416045,5.6222,5.991043720749082,0.923074748119936,12.593952985074626,5.749826616915423,0.0691333333333333,7.467077777777779,19.47412662907268,20.2963,17.146418494427397,0.8804717572715031,40.43257114427861,19.76664004975125,0.5855888888888888,16.789722222222224,58.54228220551378,57.8407,45.8730810317285,0.7835888746306506,111.34841940298509,86.92230497512439,12.20287777777778,22.465433333333337,Inezgane Ait Melloul Prefecture,Souss Massa,276.52148438,0.4289811320754717,0.366,0.45614760138856364,53.0
MA009002,5.685599561403508,5.0026,4.845469776794018,0.8522354985545092,10.662566666666663,5.234589800995025,0.2925666666666667,6.4841,17.046184210526317,19.2738,13.86501340527218,0.8133793014339415,33.72302263681592,18.13339527363184,1.2263111111111111,14.832855555555554,51.17942769423559,52.9057,37.23225207511458,0.7274847287772251,92.30708009950249,76.32123681592039,14.080233333333332,21.005077777777775,Chtouka Ait Baha Province,Souss Massa,3499.79541016,-0.16968075117370893,-0.216,0.3790142694091287,639.0
MA009001,7.314170300751879,6.7279,6.385016766594121,0.872965285746458,12.94415696517413,7.436895273631841,0.3100444444444444,8.478422222222223,21.92930664160401,24.9329,18.139929049196663,0.8272003007510421,41.85811492537314,24.87414129353234,1.572655555555556,19.065744444444444,65.70742481203008,71.9353,47.73563347035619,0.7264876626486887,118.41453582089552,98.55093084577112,18.960722222222216,25.60728888888889,Agadir Ida Outanane Prefecture,Souss Massa,2408.08837891,-0.12586197916666667,-0.2145,0.45777882309517304,384.0
MA008001,12.502650689223056,14.2075,10.12034460174033,0.809455918852775,21.819904228855723,12.982699004975125,0.5240777777777778,14.535477777777778,37.46257387218044,48.1992,28.863738162050065,0.7704686351912451,70.22761119402985,42.71290497512437,2.5085222222222225,33.825266666666664,112.18069379699249,116.2775,75.96663660182159,0.6771810195727122,201.5277179104478,155.639142039801,39.72407777777777,49.819633333333336,Prefecture de Skhirate Temara,Rabat Sale Kenitra,1085.9453125,-0.011527027027027027,-0.125,0.4594383613320938,222.0
MA007001,7.955535526315789,9.3392,4.285777687111788,0.5387164286973567,10.428658457711444,10.6195592039801,1.4173888888888888,9.2787,23.88268753132832,29.8863,11.908317739308949,0.4986171562010393,33.16823532338309,31.722123134328363,6.679177777777778,23.701744444444444,71.85842863408521,87.1897,31.131320010080508,0.4332312938348018,97.57576517412934,98.06163009950252,46.89331111111111,44.11633333333333,Prefecture d Oujda Angad,Oriental,1837.73132324,-0.1300674846625767,-0.203,0.4261054637070946,326.0
MA010003,20.98723013784461,21.6627,16.80543544512466,0.8007457551447321,37.20684975124378,20.815444029850745,0.7483777777777778,24.9351,62.89686979949875,69.5098,47.32976563187525,0.7524979507366906,119.5359263681592,67.34366517412934,5.333322222222223,58.44902222222222,188.0885053884712,186.7451,125.99054603824744,0.6698471327529087,340.26789154228857,251.59615572139305,70.42003333333332,86.80195555555555,Fahs Anjra Province,Tangier Tetouan Al Hoceima,706.47521973,-0.02916184971098266,-0.101,0.4098579977303548,173.0
MA007006,6.928176190476191,7.7465,3.423927662546974,0.4942033182201215,8.287853731343283,9.120652736318409,1.6816222222222224,8.568755555555557,20.82827136591479,24.7302,9.314700582311824,0.4472142895907923,26.560855472636813,26.2536368159204,7.209655555555556,23.11987777777778,63.1156682330827,73.1224,24.31319883489138,0.3852165320519791,82.12762587064678,76.18033756218905,46.38227777777777,47.28642222222223,Province de Jerada,Oriental,6935.39355469,-0.27783529411764707,-0.32,0.347480408343394,255.0
